time,AO,LP,LB
91.75,1.869,0,0
92,1.868,0,0
92.25,1.872,0,0
92.5,1.87,0,0
92.75,1.868,0,0
93,1.868,0,0
93.25,1.871,0,0
93.5,1.871,0,0
93.75,1.87,0,0
94,1.872,0,0
94.25,1.872,0,0
94.5,1.872,0,0
94.75,1.873,0,0
95,1.874,0,0
95.25,1.874,0,0
95.5,1.873,0,0
95.75,1.873,0,0
96,1.873,0,0
