time,AO,LB,LP
52,1.479,0.557,0
52.25,1.487,0.557,0
52.5,1.493,0.558,0
52.75,1.501,0.558,0
53,1.508,0.559,0
53.25,1.515,0.56,0
53.5,1.522,0.56,0
53.75,1.527,0.561,0
54,1.533,0.561,0
54.25,1.539,0.562,0
54.5,1.543,0.562,0
54.75,1.55,0.563,0
55,1.554,0.564,0
55.25,1.56,0.564,0
55.5,1.564,0.564,0
55.75,1.57,0.564,0
56,1.573,0.566,0
56.25,1.578,0.565,0
56.5,1.581,0.566,0
56.75,1.587,0.567,0
57,1.591,0.567,0
57.25,1.595,0.568,0
57.5,1.598,0.568,0
57.75,1.601,0.568,0
58,1.605,0.569,0
58.25,1.61,0.569,0
58.5,1.614,0.569,0
58.75,1.617,0.57,0
59,1.622,0.57,0
59.25,1.624,0.571,0
59.5,1.63,0.571,0
59.75,1.633,0.572,0
60,1.633,0.572,0
60.25,1.639,0.572,0
60.5,1.641,0.572,0
60.75,1.644,0.573,0
61,1.65,0.573,0
61.25,1.652,0.574,0
61.5,1.656,0.574,0
61.75,1.657,0.574,0
62,1.661,0.574,0
62.25,1.668,0.575,0
62.5,1.668,0.575,0
62.75,1.671,0.576,0
63,1.678,0.576,0
63.25,1.682,0.577,0
63.5,1.683,0.577,0
63.75,1.685,0.577,0
64,1.691,0.578,0
64.25,1.694,0.578,0
64.5,1.695,0.579,0
64.75,1.702,0.579,0
65,1.702,0.579,0
65.25,1.709,0.58,0
65.5,1.706,0.58,0
65.75,1.709,0.58,0
66,1.714,0.58,0
66.25,1.716,0.581,0
66.5,1.718,0.581,0
66.75,1.722,0.581,0
67,1.725,0.582,0
67.25,1.732,0.582,0
67.5,1.73,0.583,0
67.75,1.734,0.583,0
68,1.736,0.583,0
68.25,1.739,0.584,0
68.5,1.747,0.584,0
68.75,1.743,0.584,0
69,1.743,0.585,0
69.25,1.749,0.585,0
69.5,1.753,0.585,0
69.75,1.755,0.586,0
70,1.757,0.586,0
70.25,1.756,0.586,0
70.5,1.76,0.586,0
70.75,1.761,0.587,0
71,1.762,0.587,0
71.25,1.767,0.588,0
71.5,1.772,0.588,0
71.75,1.772,0.588,0
72,1.771,0.588,0
72.25,1.776,0.588,0
72.5,1.778,0.589,0
72.75,1.779,0.589,0
73,1.784,0.589,0
73.25,1.786,0.59,0
73.5,1.787,0.59,0
73.75,1.789,0.59,0
74,1.786,0.591,0
74.25,1.788,0.591,0
74.5,1.792,0.591,0
74.75,1.794,0.592,0
75,1.796,0.592,0
75.25,1.801,0.592,0
75.5,1.799,0.593,0
75.75,1.801,0.592,0
76,1.804,0.593,0
76.25,1.806,0.593,0
76.5,1.806,0.593,0
76.75,1.808,0.594,0
77,1.811,0.594,0
77.25,1.813,0.594,0
77.5,1.812,0.594,0
77.75,1.811,0.595,0
78,1.815,0.595,0
78.25,1.817,0.595,0
78.5,1.819,0.595,0
78.75,1.821,0.595,0
79,1.822,0.596,0
79.25,1.824,0.596,0
79.5,1.824,0.596,0
79.75,1.828,0.597,0
80,1.829,0.597,0
80.25,1.835,0.597,0
80.5,1.832,0.598,0
80.75,1.834,0.598,0
81,1.836,0.598,0
81.25,1.836,0.598,0
81.5,1.836,0.598,0
81.75,1.839,0.599,0
82,1.84,0.599,0
82.25,1.842,0.599,0
82.5,1.844,0.6,0
82.75,1.844,0.6,0
83,1.845,0.6,0
83.25,1.849,0.6,0
83.5,1.846,0.601,0
83.75,1.851,0.601,0
84,1.852,0.601,0
84.25,1.854,0.601,0
84.5,1.854,0.602,0
84.75,1.854,0.602,0
85,1.855,0.602,0
85.25,1.857,0.602,0
85.5,1.86,0.602,0
85.75,1.86,0.603,0
86,1.861,0.603,0
86.25,1.86,0.603,0
86.5,1.863,0.603,0
86.75,1.865,0.603,0
87,1.866,0.604,0
87.25,1.868,0.604,0
87.5,1.869,0.604,0
87.75,1.872,0.605,0
88,1.872,0.605,0
88.25,1.872,0.605,0
88.5,1.871,0.605,0
88.75,1.873,0.606,0
89,1.875,0.606,0
89.25,1.877,0.606,0
89.5,1.877,0.607,0
89.75,1.879,0.607,0
90,1.882,0.607,0
90.25,1.881,0.607,0
90.5,1.879,0.607,0
90.75,1.881,0.607,0
91,1.885,0.607,0
91.25,1.885,0.607,0
91.5,1.885,0.608,0
91.75,1.885,0.608,0
92,1.885,0.608,0
92.25,1.885,0.608,0
92.5,1.888,0.608,0
92.75,1.891,0.609,0
93,1.89,0.609,0
93.25,1.893,0.609,0
93.5,1.891,0.609,0
93.75,1.893,0.609,0
94,1.892,0.61,0
94.25,1.898,0.61,0
94.5,1.897,0.61,0
94.75,1.897,0.61,0
95,1.899,0.61,0
95.25,1.899,0.61,0
95.5,1.901,0.61,0
95.75,1.901,0.61,0
96,1.901,0.611,0
